"taxon_id","rank","name","parent","count","rank_count","perc","tags","health_effects","associated_diseases"
"995019","family","Sutterellaceae","Burkholderiales","603","53518","0.011267237191225382","","",""
"543349","family","Symbiobacteriaceae","Clostridiales","39","53518","0.0007287267835120894","","",""
"1853231","family","Odoribacteraceae","Bacteroidales","288","53518","0.00538136701670466","","",""
"186807","family","Peptococcaceae","Clostridiales","23","53518","0.0004297619492507194","","",""
"31979","family","Clostridiaceae","Clostridiales","227","53518","0.004241563586083187","","",""
"213116","family","Desulfomicrobiaceae","Desulfovibrionales","57","53518","0.0010650622220561307","","",""
"186818","family","Planococcaceae","Bacillales","9","53518","0.00016816771927202062","","",""
"","family","other Clostridia class","other Clostridia class","12","53518","0.0002242236256960275","","",""
"","family","other Desulfovibrionales order","Desulfovibrionales","1","53518","0.000018685302141335624","","",""
"1524215","family","Anaeromyxobacteraceae","Myxococcales","12","53518","0.0002242236256960275","","",""
"1643824","family","Atopobiaceae","Coriobacteriales","11","53518","0.0002055383235546919","","",""
"186822","family","Paenibacillaceae","Bacillales","12","53518","0.0002242236256960275","","",""
"171552","family","Prevotellaceae","Bacteroidales","43","53518","0.0008034679920774319","","",""
"543314","family","Clostridiales Family XIII. Incertae Sedis","Clostridiales","56","53518","0.001046376919914795","","",""
"1775411","family","Rhodanobacteraceae","Xanthomonadales","1","53518","0.000018685302141335624","","",""
"1843490","family","Sporomusaceae","Selenomonadales","8","53518","0.000149482417130685","","",""
"31953","family","Bifidobacteriaceae","Bifidobacteriales","14","53518","0.00026159422997869877","","",""
"68298","family","Syntrophomonadaceae","Clostridiales","2","53518","0.00003737060428267125","","",""
"81850","family","Leuconostocaceae","Lactobacillales","5","53518","0.00009342651070667813","","",""
"1643826","family","Eggerthellaceae","Eggerthellales","10","53518","0.00018685302141335626","","",""
"","family","other Enterobacterales order","Enterobacterales","2","53518","0.00003737060428267125","","",""
"1334117","family","Melioribacteraceae","Ignavibacteriales","1","53518","0.000018685302141335624","","",""
"1573805","family","Marinifilaceae","Bacteroidales","3","53518","0.000056055906424006875","","",""
"","family","other Proteobacteria phylum","other Proteobacteria phylum","4","53518","0.0000747412085653425","","",""
"","family","other Cyanobacteria phylum","other Cyanobacteria phylum","1","53518","0.000018685302141335624","","",""
"1813606","family","Balneolaceae","Balneolales","1","53518","0.000018685302141335624","","",""
"","family","other Bacteroidales order","Bacteroidales","2","53518","0.00003737060428267125","","",""
"558415","family","Marinilabiliaceae","Bacteroidales","2","53518","0.00003737060428267125","","",""
"84107","family","Coriobacteriaceae","Coriobacteriales","3","53518","0.000056055906424006875","","",""
"41297","family","Sphingomonadaceae","Sphingomonadales","1","53518","0.000018685302141335624","","",""
"2146","family","Acholeplasmataceae","Acholeplasmatales","3","53518","0.000056055906424006875","","",""
"28256","family","Halomonadaceae","Oceanospirillales","1","53518","0.000018685302141335624","","",""
"186824","family","Thermoactinomycetaceae","Bacillales","4","53518","0.0000747412085653425","","",""
"33958","family","Lactobacillaceae","Lactobacillales","4","53518","0.0000747412085653425","","",""
"213465","family","Syntrophobacteraceae","Syntrophobacterales","1","53518","0.000018685302141335624","","",""
"","family","other Cytophagales order","Cytophagales","2","53518","0.00003737060428267125","","",""
"539003","family","Bacillales Family X. Incertae Sedis","Bacillales","8","53518","0.000149482417130685","","",""
"909930","family","Acidaminococcaceae","Acidaminococcales","4","53518","0.0000747412085653425","","",""
"72275","family","Alteromonadaceae","Alteromonadales","1","53518","0.000018685302141335624","","",""
"2092","family","Mycoplasmataceae","Mycoplasmatales","1","53518","0.000018685302141335624","","",""
"85015","family","Nocardioidaceae","Propionibacteriales","1","53518","0.000018685302141335624","","",""
"89373","family","Cytophagaceae","Cytophagales","2","53518","0.00003737060428267125","","",""
"255527","family","Saccharospirillaceae","Oceanospirillales","1","53518","0.000018685302141335624","","",""
"213119","family","Desulfobacteraceae","Desulfobacterales","1","53518","0.000018685302141335624","","",""
"","family","other Bacteroidetes phylum","other Bacteroidetes phylum","3","53518","0.000056055906424006875","","",""
"403","family","Methylococcaceae","Methylococcales","1","53518","0.000018685302141335624","","",""
"32033","family","Xanthomonadaceae","Xanthomonadales","1","53518","0.000018685302141335624","","",""
"2049","family","Actinomycetaceae","Actinomycetales","1","53518","0.000018685302141335624","","",""
"","family","other Epsilonproteobacteria class","other Epsilonproteobacteria class","1","53518","0.000018685302141335624","","",""
"712","family","Pasteurellaceae","Pasteurellales","6","53518","0.00011211181284801375","","",""
"424536","family","Catabacteriaceae","Clostridiales","1","53518","0.000018685302141335624","","",""
"69657","family","Hyphomonadaceae","Rhodobacterales","1","53518","0.000018685302141335624","","",""
"","family","other Lactobacillales order","Lactobacillales","2","53518","0.00003737060428267125","","",""
"475964","family","Caldilineaceae","Caldilineales","1","53518","0.000018685302141335624","","",""
"204431","family","Fibrobacteraceae","Fibrobacterales","1","53518","0.000018685302141335624","","",""
"1843491","family","Selenomonadaceae","Selenomonadales","1","53518","0.000018685302141335624","","",""
"191412","family","Chlorobiaceae","Chlorobiales","1","53518","0.000018685302141335624","","",""
"135616","family","Piscirickettsiaceae","Thiotrichales","1","53518","0.000018685302141335624","","",""
"135621","family","Pseudomonadaceae","Pseudomonadales","1","53518","0.000018685302141335624","","",""
"","family","other Gammaproteobacteria class","other Gammaproteobacteria class","1","53518","0.000018685302141335624","","",""
"1903414","family","Morganellaceae","Enterobacterales","1","53518","0.000018685302141335624","","",""
"563835","family","Chitinophagaceae","Chitinophagales","1","53518","0.000018685302141335624","","",""
"186827","family","Aerococcaceae","Lactobacillales","1","53518","0.000018685302141335624","","",""
"246874","family","Cryomorphaceae","Flavobacteriales","1","53518","0.000018685302141335624","","",""
"","family","other Betaproteobacteria class","other Betaproteobacteria class","1","53518","0.000018685302141335624","","",""
"39","family","Archangiaceae","Myxococcales","1","53518","0.000018685302141335624","","",""
"171549","order","Bacteroidales","Bacteroidia","31651","53825","0.5880352995819786","","",""
"186802","order","Clostridiales","Clostridia","19984","53825","0.37127728750580585","","",""
"526525","order","Erysipelotrichales","Erysipelotrichia","300","53825","0.00557361820715281","","",""
"1843489","order","Veillonellales","Negativicutes","266","53825","0.004941941477008825","","",""
"48461","order","Verrucomicrobiales","Verrucomicrobiae","493","53825","0.009159312587087784","","",""
"","order","other Firmicutes phylum","other Firmicutes phylum","21","53825","0.0003901532745006967","","",""
"186826","order","Lactobacillales","Bacilli","35","53825","0.0006502554575011612","","",""
"213115","order","Desulfovibrionales","Deltaproteobacteria","313","53825","0.005815141662796099","","",""
"80840","order","Burkholderiales","Betaproteobacteria","603","53825","0.011202972596377148","","",""
"1385","order","Bacillales","Bacilli","33","53825","0.000613098002786809","","",""
"","order","other Clostridia class","Clostridia","12","53825","0.0002229447282861124","","",""
"29","order","Myxococcales","Deltaproteobacteria","13","53825","0.00024152345564328842","","",""
"84999","order","Coriobacteriales","Coriobacteriia","14","53825","0.00026010218300046446","","",""
"135614","order","Xanthomonadales","Gammaproteobacteria","2","53825","0.000037157454714352065","","",""
"909929","order","Selenomonadales","Negativicutes","9","53825","0.0001672085462145843","","",""
"85004","order","Bifidobacteriales","Actinobacteria","14","53825","0.00026010218300046446","","",""
"1643822","order","Eggerthellales","Coriobacteriia","10","53825","0.00018578727357176033","","",""
"91347","order","Enterobacterales","Gammaproteobacteria","3","53825","0.0000557361820715281","","",""
"795748","order","Ignavibacteriales","Ignavibacteria","1","53825","0.000018578727357176033","","",""
"","order","other Proteobacteria phylum","other Proteobacteria phylum","4","53825","0.00007431490942870413","","",""
"","order","other Cyanobacteria phylum","other Cyanobacteria phylum","1","53825","0.000018578727357176033","","",""
"1853223","order","Balneolales","Balneolia","1","53825","0.000018578727357176033","","",""
"204457","order","Sphingomonadales","Alphaproteobacteria","1","53825","0.000018578727357176033","","",""
"186329","order","Acholeplasmatales","Mollicutes","3","53825","0.0000557361820715281","","",""
"768507","order","Cytophagales","Cytophagia","5","53825","0.00009289363678588016","","",""
"135619","order","Oceanospirillales","Gammaproteobacteria","2","53825","0.000037157454714352065","","",""
"213462","order","Syntrophobacterales","Deltaproteobacteria","1","53825","0.000018578727357176033","","",""
"1843488","order","Acidaminococcales","Negativicutes","4","53825","0.00007431490942870413","","",""
"135622","order","Alteromonadales","Gammaproteobacteria","1","53825","0.000018578727357176033","","",""
"2085","order","Mycoplasmatales","Mollicutes","1","53825","0.000018578727357176033","","",""
"85009","order","Propionibacteriales","Actinobacteria","1","53825","0.000018578727357176033","","",""
"213118","order","Desulfobacterales","Deltaproteobacteria","1","53825","0.000018578727357176033","","",""
"","order","other Bacteroidetes phylum","other Bacteroidetes phylum","3","53825","0.0000557361820715281","","",""
"135618","order","Methylococcales","Gammaproteobacteria","1","53825","0.000018578727357176033","","",""
"2037","order","Actinomycetales","Actinobacteria","1","53825","0.000018578727357176033","","",""
"","order","other Epsilonproteobacteria class","Epsilonproteobacteria","1","53825","0.000018578727357176033","","",""
"135625","order","Pasteurellales","Gammaproteobacteria","6","53825","0.0001114723641430562","","",""
"204455","order","Rhodobacterales","Alphaproteobacteria","1","53825","0.000018578727357176033","","",""
"475963","order","Caldilineales","Caldilineae","1","53825","0.000018578727357176033","","",""
"218872","order","Fibrobacterales","Fibrobacteria","1","53825","0.000018578727357176033","","",""
"191411","order","Chlorobiales","Chlorobia","1","53825","0.000018578727357176033","","",""
"72273","order","Thiotrichales","Gammaproteobacteria","1","53825","0.000018578727357176033","","",""
"72274","order","Pseudomonadales","Gammaproteobacteria","1","53825","0.000018578727357176033","","",""
"","order","other Gammaproteobacteria class","Gammaproteobacteria","1","53825","0.000018578727357176033","","",""
"1853229","order","Chitinophagales","Chitinophagia","1","53825","0.000018578727357176033","","",""
"200644","order","Flavobacteriales","Flavobacteriia","1","53825","0.000018578727357176033","","",""
"","order","other Betaproteobacteria class","Betaproteobacteria","1","53825","0.000018578727357176033","","",""
"816","genus","Bacteroides","Bacteroidaceae","29316","50658","0.5787042520431126","pathogenic","Supports Gut Integrity,Immune Support",""
"","genus","other Ruminococcaceae family","Ruminococcaceae","270","50658","0.005329859054838328","","",""
"216851","genus","Faecalibacterium","Ruminococcaceae","3662","50658","0.07228868095858502","probiotic","Anti-Inflammatory,Anti-Crohn's Disease,Anti-microbial",""
"1508657","genus","Ruminiclostridium","Ruminococcaceae","1374","50658","0.0271230605235106","free-living,commensal","No health benefits found.","No diseases are associated with this bacteria."
"1506553","genus","Lachnoclostridium","Lachnospiraceae","889","50658","0.017549054443523233","free-living","No health benefits found.","No diseases are associated with this bacteria."
"239759","genus","Alistipes","Rikenellaceae","1735","50658","0.03424927948201666","probiotic","Digest fats,Pathogen protection,Digest whole grains",""
"572511","genus","Blautia","Lachnospiraceae","2126","50658","0.041967705002171424","commensal,probiotic","Help improve the gut microbiota, reduces the growth of bad bacteria, reduces the risk of host vs. graft rejection. It also has anti-inflammatory and immune modulating effects.","Rarely associated with human infections, only one case of human necrotizing fasciitis reported."
"1263","genus","Ruminococcus","Ruminococcaceae","3625","50658","0.07155829286588496","commensal","These organisms allow their hosts to digest cellulose.,Aids in Digestion,Improves Carbohydrate Digestion","No diseases associated with this bacteria."
"1407607","genus","Fusicatenibacter","Lachnospiraceae","598","50658","0.011804650795530815","commensal","No health benefits were confirmed.","No diseases are associated with this bacteria."
"100883","genus","Coprobacillus","Erysipelotrichaceae","4","50658","0.00007896087488649374","","",""
"841","genus","Roseburia","Lachnospiraceae","386","50658","0.0076197244265466466","probiotic","Immunoprotective,Anti-inflammatory,Weight management",""
"39948","genus","Dialister","Veillonellaceae","136","50658","0.0026846697461407874","","",""
"1730","genus","Eubacterium","Eubacteriaceae","908","50658","0.01792411859923408","pathogenic","Weight Management Support,Infant Development Support,Anti-Inflammatory,Improve insulin sensitivity","Vaginosis"
"","genus","other Clostridiales order","other Clostridiales order","204","50658","0.004027004619211181","","",""
"239934","genus","Akkermansia","Akkermansiaceae","493","50658","0.009731927829760354","probiotic","Weight loss,Lowers blood glucose,Anti-inflammatory,Increases gut mucosa layer.",""
"588605","genus","Robinsoniella","Lachnospiraceae","153","50658","0.0030202534644083855","unknown","No health benefits found.","No diseases are associated with this bacteria."
"","genus","other Firmicutes phylum","other Firmicutes phylum","21","50658","0.0004145445931540921","","",""
"1164882","genus","Lachnoanaerobaculum","Lachnospiraceae","57","50658","0.001125192467132536","commensal,pathogen,probiotics","No health benefits found.","No diseases are associated with this bacteria."
"872","genus","Desulfovibrio","Desulfovibrionaceae","252","50658","0.004974535117849106","commensal","The metabolic activity, utilization of pyruvate to produce acetate, reduction of sulfate.","Not yet known"
"","genus","other Peptostreptococcaceae family","Peptostreptococcaceae","12","50658","0.00023688262465948123","","",""
"","genus","other Lachnospiraceae family","Lachnospiraceae","128","50658","0.0025267479963677997","","",""
"41707","genus","Lawsonia","Desulfovibrionaceae","3","50658","0.00005922065616487031","commensal,pathogens","No health benefits found.","Proliferative Enteropathy"
"204475","genus","Gemmiger","Ruminococcaceae","280","50658","0.005527261242054562","commensal","No health benefits found.","No diseases are associated with this bacteria."
"375288","genus","Parabacteroides","Porphyromonadaceae","252","50658","0.004974535117849106","","",""
"459786","genus","Oscillibacter","Oscillospiraceae","287","50658","0.005665442773105926","commensal","It has been linked to protection from Crohn's disease.","No diseases are associated with this bacteria."
"1506577","genus","Tyzzerella","Lachnospiraceae","328","50658","0.006474791740692487","pathogens","No health benefits found.","Tyzzers disease"
"577310","genus","Parasutterella","Sutterellaceae","597","50658","0.011784910576809192","","",""
"1006480","genus","Caldinitratiruptor","Symbiobacteriaceae","39","50658","0.000769868530143314","data not available","No health benefits","Data not available"
"283168","genus","Odoribacter","Odoribacteraceae","156","50658","0.003079474120573256","","",""
"265975","genus","Oribacterium","Lachnospiraceae","186","50658","0.003671680682221959","commensal","May cause tooth decay.","May have been associated with gum disease."
"","genus","other Veillonellaceae family","Veillonellaceae","128","50658","0.0025267479963677997","","",""
"1505663","genus","Erysipelatoclostridium","Erysipelotrichaceae","240","50658","0.004737652493189625","","",""
"207244","genus","Anaerostipes","Lachnospiraceae","212","50658","0.004184926368984168","","",""
"1562","genus","Desulfotomaculum","Peptococcaceae","4","50658","0.00007896087488649374","commensal","","Donot cause disease"
"253238","genus","Ethanoligenens","Ruminococcaceae","16","50658","0.00031584349954597496","free-living","No health benefits found.","No diseases are associated with this bacteria."
"1485","genus","Clostridium","Clostridiaceae","69","50658","0.001362075091792017","pathogenic","","Diarrhea"
"574697","genus","Butyricimonas","Odoribacteraceae","132","50658","0.0026057088712542935","pathogenic","No health benefits found.","Bacteraemia"
"1017280","genus","Pseudoflavonifractor","Clostridiales","90","50658","0.0017766196849461093","","",""
"898","genus","Desulfomicrobium","Desulfomicrobiaceae","57","50658","0.001125192467132536","pathogenic","No health benefits found.","Gingivitis, Periodontitis, Inflammatory diseases."
"1433991","genus","Brassicibacter","Clostridiaceae","107","50658","0.0021122034032137076","commensal","No health benefits found.","No diseases are associated with this bacteria."
"189330","genus","Dorea","Lachnospiraceae","65","50658","0.0012831142169055234","","",""
"","genus","other Erysipelotrichaceae family","Erysipelotrichaceae","25","50658","0.0004935054680405859","","",""
"830","genus","Butyrivibrio","Lachnospiraceae","52","50658","0.0010264913735244187","commensal","Benefits in agriculture","No associated diseases"
"596767","genus","Hydrogenoanaerobacterium","Ruminococcaceae","45","50658","0.0008883098424730546","","",""
"44748","genus","Sporobacter","Ruminococcaceae","43","50658","0.0008488294050298077","free-living","No health benefits found.","No diseases are associated with this bacteria."
"115543","genus","Parasporobacterium","Lachnospiraceae","45","50658","0.0008883098424730546","","",""
"1569","genus","Sporosarcina","Planococcaceae","9","50658","0.00017766196849461092","free-living","No health benefits were confirmed.","No diseases are associated with this bacteria."
"","genus","other Clostridia class","other Clostridia class","12","50658","0.00023688262465948123","","",""
"","genus","other Desulfovibrionales order","other Desulfovibrionales order","1","50658","0.000019740218721623435","","",""
"946234","genus","Flavonifractor","Clostridiales","64","50658","0.0012633739981838998","","",""
"46205","genus","Pseudobutyrivibrio","Lachnospiraceae","2","50658","0.00003948043744324687","","",""
"161492","genus","Anaeromyxobacter","Anaeromyxobacteraceae","12","50658","0.00023688262465948123","free-living","No health benefits found.","No diseases are associated with this bacteria."
"133925","genus","Olsenella","Atopobiaceae","11","50658","0.0002171424059378578","pathogenic","No health benefits found.","Periodontitis"
"1392389","genus","Intestinimonas","Clostridiales","139","50658","0.0027438904023056577","","Gut commensal ( mammals).",""
"44249","genus","Paenibacillus","Paenibacillaceae","12","50658","0.00023688262465948123","free-living,commensal,pathogen","No Human health benefits were confirmed, but P. polymyxa has a unique capability of protecting tomato seedlings from bacterial wilt. It's a potentially useful organism for the conversion of lignocellulosic biomass to alternative fuels and bio-based products.","In the rhizosphere, P. polymyxa has pathogenic traits against deleterious microorganisms, mainly fungi."
"838","genus","Prevotella","Prevotellaceae","37","50658","0.0007303880927000671","","",""
"1715793","genus","Casaltella","Clostridiales Family XIII. Incertae Sedis","52","50658","0.0010264913735244187","this taxonomic name has been effectively published but not validly published under the rules of the international code of nomenclature of bacteria (bacteriological code).","Data not available","Data not available"
"86331","genus","Mogibacterium","Clostridiales Family XIII. Incertae Sedis","3","50658","0.00005922065616487031","pathogenic","No health benefits found.","Chronic periodontitis, gingivitis"
"1301","genus","Streptococcus","Streptococcaceae","22","50658","0.0004342848118757156","commensal,pathogens","A species of Streptococcus, Strep. Thermophilus has been shown to have positive effect on anti-tumor activity.,Some strains of S. thermophilus have also reduced risks of antibiotic-associated diarrhea.,Reduce symptoms of lactose intolerance.","Strep throat, pink eye, meningitis, bacterial pneumonia, endocarditis, erysipelas, necrotizing fasciitis."
"56112","genus","Dehalobacter","Peptococcaceae","16","50658","0.00031584349954597496","free-living","No health benefits found.","Data not available"
"33042","genus","Coprococcus","Lachnospiraceae","61","50658","0.0012041533420190295","commensal","","Not yet known"
"248744","genus","Marvinbryantia","Lachnospiraceae","21","50658","0.0004145445931540921","","",""
"292632","genus","Subdoligranulum","Ruminococcaceae","18","50658","0.00035532393698922183","","",""
"75309","genus","Rhodanobacter","Rhodanobacteraceae","1","50658","0.000019740218721623435","","",""
"43996","genus","Catonella","Lachnospiraceae","35","50658","0.0006909076552568202","free-living,commensal,pathogen","No health benefits found.","Endodontic infections, periodontitis"
"","genus","other Sporomusaceae family","Sporomusaceae","3","50658","0.00005922065616487031","","",""
"1678","genus","Bifidobacterium","Bifidobacteriaceae","14","50658","0.0002763630621027281","probiotic","Gastrointestinal Support,Immune Support,Anti-inflammatory,Skin Relief",""
"397864","genus","Barnesiella","Porphyromonadaceae","3","50658","0.00005922065616487031","","",""
"40544","genus","Sutterella","Sutterellaceae","4","50658","0.00007896087488649374","","",""
"862","genus","Syntrophomonas","Syntrophomonadaceae","2","50658","0.00003948043744324687","free-living","No health benefits found.","No diseases are associated with this bacteria."
"653683","genus","Anaerosporobacter","Lachnospiraceae","3","50658","0.00005922065616487031","potentially commensal,potentially pathogenic","No health benefits found.","Nonalcoholic Steatohepatitis"
"46255","genus","Weissella","Leuconostocaceae","3","50658","0.00005922065616487031","free-living,commensal","No health benefits found.","No diseases are associated with this bacteria."
"186831","genus","Acetoanaerobium","Peptostreptococcaceae","2","50658","0.00003948043744324687","free-living","No health benefits found.","Data not available"
"1774128","genus","Murimonas","Lachnospiraceae","13","50658","0.00025662284338110467","commensal","No health benefits found.","No diseases are associated with this bacteria."
"84111","genus","Eggerthella","Eggerthellaceae","4","50658","0.00007896087488649374","commensal,pathogens,prebiotic","Possible prebiotic benefits of wine polyphenols.","Ulcerative colitis, liver abscesses, anal abscesses, systemic bacteremia."
"35829","genus","Acetivibrio","Ruminococcaceae","4","50658","0.00007896087488649374","commensal","No health benefits found.","Chronic inflammation, enteric infections."
"","genus","other Enterobacterales order","other Enterobacterales order","2","50658","0.00003948043744324687","","",""
"644652","genus","Gordonibacter","Eggerthellaceae","2","50658","0.00003948043744324687","","",""
"140625","genus","Lachnobacterium","Lachnospiraceae","26","50658","0.0005132456867622093","commensal","No health benefits found.","No diseases are associated with this bacteria."
"61170","genus","Holdemania","Erysipelotrichaceae","14","50658","0.0002763630621027281","","",""
"1134403","genus","Melioribacter","Melioribacteraceae","1","50658","0.000019740218721623435","free-living","No health benefits found.","No diseases are associated with this bacteria."
"866673","genus","Marinifilum","Marinifilaceae","3","50658","0.00005922065616487031","","",""
"696745","genus","Alkalibaculum","Eubacteriaceae","1","50658","0.000019740218721623435","free-living","Data not available","Data not available"
"1400135","genus","Sporosalibacterium","Clostridiaceae","9","50658","0.00017766196849461092","","",""
"365348","genus","Pelosinus","Sporomusaceae","5","50658","0.00009870109360811718","free-living","No health benefits found.","Data not available"
"2740","genus","Peptococcus","Peptococcaceae","3","50658","0.00005922065616487031","commensal","No benefits","Infections can occur in all body sites, including the CNS, head, neck, chest, abdomen, pelvis, skin, bone, joint, and soft tissues."
"577309","genus","Paraprevotella","Prevotellaceae","4","50658","0.00007896087488649374","pathogen,probiotics","No health benefits found.","Inflammatory bowel disease"
"906","genus","Megasphaera","Veillonellaceae","2","50658","0.00003948043744324687","probiotic","Megasphaera elsdenii, with Lactobacillus plantarum has been shown to increase the butyrate production in the large intestine.","Aspects of womena۪s sexual and reproductive health."
"698776","genus","Cellulosilyticum","Lachnospiraceae","4","50658","0.00007896087488649374","commensal,pathogen,probiotics","No health benefits found.","No diseases are associated with this bacteria."
"","genus","other Proteobacteria phylum","other Proteobacteria phylum","4","50658","0.00007896087488649374","","",""
"1649459","genus","Hungatella","Clostridiaceae","28","50658","0.0005527261242054562","commensal,opportunistic pathogen","No health benefits found.","Enteritis, enterotoxemias"
"404402","genus","Howardella","Clostridiales","3","50658","0.00005922065616487031","commensal","No health benefits found.","No diseases are associated with this bacteria."
"","genus","other Cyanobacteria phylum","other Cyanobacteria phylum","1","50658","0.000019740218721623435","","",""
"349742","genus","Sedimenticola","Gammaproteobacteria","1","50658","0.000019740218721623435","","",""
"1640153","genus","Caldisalinibacter","Clostridiaceae","1","50658","0.000019740218721623435","free-living","No health benefits found.","No diseases are associated with this bacteria."
"1573535","genus","Holdemanella","Erysipelotrichaceae","3","50658","0.00005922065616487031","commensal","No health benefits found.","No diseases are associated with this bacteria."
"455358","genus","Balneola","Balneolaceae","1","50658","0.000019740218721623435","","",""
"","genus","other Bacteroidales order","other Bacteroidales order","2","50658","0.00003948043744324687","","",""
"","genus","other Marinilabiliaceae family","Marinilabiliaceae","2","50658","0.00003948043744324687","","",""
"836","genus","Porphyromonas","Porphyromonadaceae","2","50658","0.00003948043744324687","pathogenic,commensal","No health benefits found.","Periodontitis, Rheumatoid Arthritis"
"102106","genus","Collinsella","Coriobacteriaceae","3","50658","0.00005922065616487031","","Alleviates IBS Symptoms,Anti-Inflammatory,Limits Bloating,Supports Gut Integrity",""
"13687","genus","Sphingomonas","Sphingomonadaceae","1","50658","0.000019740218721623435","commensal,pathogen,probiotics","Control plant pathogens and promote plant growth.","Nosocomial infections"
"1348911","genus","Coprobacter","Porphyromonadaceae","1","50658","0.000019740218721623435","probiotic","Can improve mucosal immunity.,Production of propionic acid.,Can inhibit growth of putrefactive bacteria, yeasts and fungi.","Data not available"
"2147","genus","Acholeplasma","Acholeplasmataceae","3","50658","0.00005922065616487031","pathogenic","No health benfits noted.","Mycoplasmosis, bovine keratoconjunctivitis, Infections of Bovine Genitalia."
"1647","genus","Erysipelothrix","Erysipelotrichaceae","4","50658","0.00007896087488649374","pathogenic","","Infection in animals and humand."
"1548510","genus","Microbacter","Porphyromonadaceae","1","50658","0.000019740218721623435","free-living","No health benefits","Data not available"
"210622","genus","Anoxynatronum","Clostridiaceae","4","50658","0.00007896087488649374","","",""
"1938003","genus","Thermoflexibacter","Cytophagales","1","50658","0.000019740218721623435","","",""
"2745","genus","Halomonas","Halomonadaceae","1","50658","0.000019740218721623435","pathogen","No health benefits found.","Bacteremia"
"1432051","genus","Eisenbergiella","Lachnospiraceae","1","50658","0.000019740218721623435","commensal,pathogenic","No health benefits found.","No diseases are associated with this bacteria."
"177971","genus","Shuttleworthia","Lachnospiraceae","2","50658","0.00003948043744324687","commensal,pathogenic","No health benefits found.","Endocarditis, prosthetic valve infection, HPV-infection, Cervical Cancer."
