Genus	Ombre5	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	thryve2	thryve3a	thryve3b	thryve4
Clostridia_unclassified	0.298280665222163	0.0508362564180774	0.0282765446062491	0.0705280789914485	0.165682924303614	0.29809861424428	0.511945392491468	0.561958281741118	4.42428582796212
Catabacter	0	0	0	0	0	0.00201417982597486	0.00275239458328746	0.00476235831983998	0.0185671467600329
Christensenellaceae_R-7_group	0.562793707966345	0.208428651314117	0.296903718365616	0.634752710923036	0.973387180283732	0.326297131807928	1.24958714081251	1.33107915039528	2.46943051908437
Christensenellaceae_unclassified	0	0.0305017538508464	0.049483953060936	0.16750418760469	0.155327741534638	0	0.00275239458328746	0.00476235831983998	0
Clostridiaceae_1_unclassified	0.00562793707966345	0	0.00706913615156228	0	0	0.00201417982597486	0	0	0
Clostridium_sensu_stricto_1	0.00281396853983172	0	0	0	0	0.0181276184337738	0	0.00238117915991999	0
Clostridiales_unclassified	0.315164476461153	0.442275430837273	0.424148169093737	0.793440888653795	0.875012943978461	0.269900096680632	0.558736100407354	0.711972568816078	0.989363677356038
Clostridiales_vadinBB60_group_ge	0.00281396853983172	0.0762543846271161	0.15552099533437	0.696464780040554	0.274412343377861	0.088623912342894	0.143124518330948	0.226212020192399	0.363385586589215
Defluviitaleaceae_UCG-011	0	0	0	0	0.0207103655379517	0	0	0	0
Anaerofustis	0	0	0	0	0	0	0.00275239458328746	0.00238117915991999	0.00265244953714756
Anaerococcus	0.0281396853983172	0	0	0	0	0	0	0	0
Ezakiella	0.211047640487379	0	0	0	0	0	0	0	0
Finegoldia	0.0844190561949517	0	0	0	0	0	0	0	0
Murdochiella	0.315164476461153	0	0	0	0	0	0.00550478916657492	0	0
Peptoniphilus	0.0956749303542786	0	0	0	0	0	0	0	0.0106097981485902
Family_XIII_AD3011_group	0.0168838112389903	0.0152508769254232	0	0	0.129439784612198	0.0161134386077989	0.0302763404161621	0.0380988665587199	0.164451871303148
Family_XIII_UCG-001	0.0112558741593269	0.0101672512836155	0.00706913615156228	0	0	0.0120850789558492	0	0.00238117915991999	0
Family_XIII_ge	0	0	0	0	0	0	0	0	0.00265244953714756
Family_XIII_unclassified	0.00844190561949517	0.00508362564180774	0	0.00881600987393106	0.160505332919126	0.014099258781824	0.0247715512495871	0.0190494332793599	0.220153311583247
Mogibacterium	0.0112558741593269	0	0	0	0	0	0	0	0
S5-A14a	0.0337676224779807	0	0	0	0	0	0	0	0
Agathobacter	0.937051523763964	2.78582685171064	2.77817050756398	3.81733227541215	0	5.73638414437641	7.68468567653859	9.57234022287837	0.0371342935200658
Anaerosporobacter	0	0	0	0	0	0.00201417982597486	0	0	0
Anaerostipes	0.149140332611081	0.162676020537848	0.0848296338187473	0.0176320197478621	0.0569535052293673	0.245729938768933	0.129362545414511	0.10239070387656	0.14057982546882
Blautia	5.76863550665504	0.884550861674546	0.848296338187474	0.934497046636692	2.52666459563011	2.49355462455688	4.10932511284818	4.39565672921231	11.989071907907
CAG-56	0	0	0	0.00881600987393106	0	0.00201417982597486	0.00275239458328746	0.0214306124392799	0.0397867430572133
Coprococcus_1	0.0112558741593269	0	0	0	0	0.00201417982597486	0.00550478916657492	0.00238117915991999	0.0106097981485902
Coprococcus_2	0.0112558741593269	0	0	0	0	0	0	0	0
Coprococcus_3	0.0112558741593269	0	0	0	0	0.00201417982597486	0	0.00714353747975998	0.0106097981485902
Cuneatibacter	0	0.00508362564180774	0.00706913615156228	0	0	0	0	0	0
Dorea	0	0.0152508769254232	0.00706913615156228	0.00881600987393106	0.0517759138448794	0.00805671930389945	0.00275239458328746	0.00952471663967997	0
Eisenbergiella	0.0112558741593269	0.0610035077016928	0.0636222253640605	0.0617120691175174	0.0103551827689759	0.00201417982597486	0.00550478916657492	0.0166682541194399	0.0185671467600329
Fusicatenibacter	1.48014745195149	0.69645671292766	0.388802488335925	0.687648770166623	0	0.962777956815985	1.69822745788836	2.49071340127631	0
GCA-900066575	0.0900469932746152	0.0101672512836155	0.00706913615156228	0.00881600987393106	0	0.0483403158233967	0.101838599581636	0.0809600914372797	0.116707779634492
GCA-900066755	0.00844190561949517	0	0	0.00881600987393106	0.0155327741534638	0	0.00275239458328746	0.00476235831983998	0.0132622476857378
Hungatella	0.0450234966373076	0.0254181282090387	0.0141382723031246	0.0440800493696553	0.0569535052293673	0.0503544956493716	0.0688098645821865	0.1428707495952	0.132622476857378
Lachnoclostridium	1.6855671553592	0.228763153881348	0.318111126820303	0.229216256722208	0.113907010458735	1.21455043506284	0.602774413739954	0.759596152014478	0.740033420864168
Lachnoclostridium_5	0	0.0152508769254232	0	0	0	0	0	0	0
Lachnospira	0.00562793707966345	0.0457526307762696	0.0212074084546868	0.00881600987393106	0.0103551827689759	0.00402835965194973	0.0110095783331498	0.00238117915991999	0.00265244953714756
Lachnospiraceae_FCS020_group	0	0	0	0	0.00517759138448794	0	0	0.00952471663967997	0
Lachnospiraceae_ND3007_group	0.590933393364662	0.00508362564180774	0	0	0	0.147035127296165	0.192667620830122	0.10477188303648	0.0212195962971804
Lachnospiraceae_NK4A136_group	0.171652080929735	0.188094148746886	0.120175314576559	0.255664286344001	0.00517759138448794	0.0785530132130197	0.123857756247936	0.200019049433279	0
Lachnospiraceae_NK4B4_group	0.00281396853983172	0	0	0.0176320197478621	0.0155327741534638	0	0.0412859187493119	0.0428612248785599	0.00795734861144267
Lachnospiraceae_UCG-004	0.32642035062048	0.116923389761578	0.0918987699703096	0.0352640394957242	0	0.324282951981953	0.198172409996697	0.176207257834079	0.00795734861144267
Lachnospiraceae_UCG-010	0.0562793707966345	0.020334502567231	0.0141382723031246	0	0	0.0624395746052208	0.071562259165474	0.11191542051624	0.0159146972228853
Lachnospiraceae_ge	1.48296142049132	0.101672512836155	0.0848296338187473	0.16750418760469	0.217458838148493	0.860054785691266	1.88539028955191	1.70016192018287	1.31031007135089
Lachnospiraceae_unclassified	5.52382024368968	2.91800111839764	2.77110137141241	3.83496429516001	2.05550377964171	3.78061553335482	6.28922162281185	6.86970187636918	3.42165990292035
Lactonifactor	0	0	0	0	0	0	0	0.00238117915991999	0
Marvinbryantia	0.00562793707966345	0.00508362564180774	0	0.0176320197478621	0.0465983224603914	0.00805671930389945	0.0137619729164373	0.00476235831983998	0.0371342935200658
Pseudobutyrivibrio	0	0.0660871333435006	0.0565530892124982	0.114608128361104	0	0	0	0	0
Roseburia	0.0196977797788221	0.0762543846271161	0.332249399123427	0.617120691175174	0	0.58814050918466	0.803699218319938	0.638156014858558	0.00530489907429511
Sellimonas	0.0196977797788221	0.020334502567231	0.0141382723031246	0.00881600987393106	0.0155327741534638	0.0543828553013213	0.107343388748211	0.0761977331174398	0.0185671467600329
Shuttleworthia	0.0534654022568028	0.00508362564180774	0	0.0176320197478621	0	0.0261843377376732	0.0412859187493119	0.0309553290789599	0.00795734861144267
Sporobacterium	0	0.00508362564180774	0	0	0	0	0	0	0
Tyzzerella	0.154768269690745	0.0813380102689238	0.049483953060936	0.0176320197478621	0	0.0664679342571705	0.115600572498073	0.10477188303648	0.0132622476857378
Tyzzerella_4	0	0	0	0	0.0103551827689759	0	0	0	0
UC5-1-2E3	0.00844190561949517	0.00508362564180774	0.00706913615156228	0	0	0.00604253947792459	0.00825718374986238	0.00714353747975998	0
Peptococcaceae_unclassified	0	0.020334502567231	0.0141382723031246	0.00881600987393106	0.0103551827689759	0	0	0.00238117915991999	0
Peptococcus	0	0	0.00706913615156228	0	0	0	0	0	0
Intestinibacter	0	0	0	0	0	0	0.00275239458328746	0.00238117915991999	0
Peptostreptococcaceae_unclassified	0	0	0	0	0	0	0	0.00238117915991999	0
Romboutsia	0	0	0	0	0	0	0	0.00476235831983998	0.00265244953714756
Acetanaerobacterium	0.00844190561949517	0	0	0.00881600987393106	0	0.00201417982597486	0.0110095783331498	0.00476235831983998	0.00530489907429511
Anaerofilum	0.00281396853983172	0.0101672512836155	0	0	0	0.00402835965194973	0.0165143674997248	0.00952471663967997	0
Anaerotruncus	0.574049582125672	0.0508362564180774	0.0777604976671851	0.0617120691175174	0.217458838148493	0.151063486948115	0.225696355829572	0.316696828269359	0.830216705127185
Angelakisella	0.050651433716971	0.00508362564180774	0.0424148169093737	0.0352640394957242	0.0465983224603914	0.044311956171447	0.15138170208081	0.14525192875512	0.14057982546882
Butyricicoccus	0.191349860708557	0.0254181282090387	0.0353456807578114	0.0264480296217932	0.0155327741534638	0.205446342249436	0.123857756247936	0.0452424040384799	0.0212195962971804
Candidatus_Soleaferrea	0.00562793707966345	0.00508362564180774	0	0.00881600987393106	0.00517759138448794	0.00402835965194973	0	0.00476235831983998	0.0265244953714756
Caproiciproducens	0.00562793707966345	0.020334502567231	0.0141382723031246	0.0176320197478621	0.0362431396914156	0	0	0.00238117915991999	0.0106097981485902
DTU089	0	0.00508362564180774	0.00706913615156228	0.0176320197478621	0.00517759138448794	0.00201417982597486	0.0110095783331498	0.01428707495952	0.0610063393543938
Faecalibacterium	5.17770211329037	4.19907478013319	3.03265940902022	1.72793793529049	0.00517759138448794	6.76563003544956	6.70483320488825	4.94570911515382	0.0636587888915413
Fastidiosipila	0.123814615752596	0	0	0	0	0	0	0	0
Flavonifractor	0.332048287700143	0.0508362564180774	0.197935812243744	0.0969761086132416	0.0465983224603914	0.0926522719948437	0.066057469998899	0.0428612248785599	0.10875043102305
Fournierella	0.0253257168584855	0.00508362564180774	0	0.0352640394957242	0.0207103655379517	0.0120850789558492	0.00275239458328746	0.01428707495952	0.00530489907429511
GCA-900066225	0.00844190561949517	0	0	0	0.0207103655379517	0.00201417982597486	0	0.00476235831983998	0.0106097981485902
Harryflintia	0	0	0	0	0	0	0.00550478916657492	0	0
Hydrogenoanaerobacterium	0.14632636407125	0.0152508769254232	0.0282765446062491	0.0528960592435864	0.155327741534638	0.104737350950693	0.15138170208081	0.195256691113439	0.949576934298825
Intestinimonas	0.346118130399302	0.0813380102689238	0.176728403789057	0.158688177730759	0.227814020917469	0.147035127296165	0.277991852912033	0.240499095151919	0.461526219463675
Negativibacillus	0.565607676506177	0.020334502567231	0.0424148169093737	0.105792118487173	0.0103551827689759	0.0604253947792459	0.233953539579434	0.366701590627679	0.0583538898172462
Oscillibacter	0.354560036018797	0.0915052615525393	0.226212356849993	0.176320197478621	0.0517759138448794	0.134950048340316	0.165143674997248	0.171444899514239	0.122012678708788
Oscillospira	0.0562793707966345	0.020334502567231	0.0777604976671851	0.0176320197478621	0	0.0664679342571705	0.00825718374986238	0.00952471663967997	0
Papillibacter	0	0	0	0	0	0.00402835965194973	0.00275239458328746	0	0
Phocea	0.0337676224779807	0.0101672512836155	0	0	0	0.0181276184337738	0.035781129582737	0.0119058957996	0.0106097981485902
Pseudoflavonifractor	0.00844190561949517	0.0711707589853083	0.0565530892124982	0.0528960592435864	0.0155327741534638	0.00201417982597486	0.0165143674997248	0.00476235831983998	0
Ruminiclostridium	0	0.00508362564180774	0	0	0.00517759138448794	0	0	0.00952471663967997	0
Ruminiclostridium_1	0	0.00508362564180774	0	0	0	0	0	0	0
Ruminiclostridium_5	0.939865492303796	0.0254181282090387	0.0212074084546868	0.0176320197478621	0.310655483069276	0.312197873026104	0.583507651656942	0.471473473664158	2.89647489456513
Ruminiclostridium_6	1.1002616990742	0.218595902597733	0.226212356849993	0.308560345587587	0.346898622760692	1.18836609732517	1.41748321039304	0.916753976569197	0.870003448184398
Ruminiclostridium_9	0.852632467569013	0.198261400030502	0.141382723031246	0.326192365335449	0.0517759138448794	0.189332903641637	0.484421446658593	0.433374607105439	0.206891063897509
Ruminococcaceae_NK4A214_group	0.121000647212764	0.0508362564180774	0.0353456807578114	0.185136207352552	0.134617375996686	0.0402835965194973	0.123857756247936	0.161920182874559	0.36869048566351
Ruminococcaceae_UCG-001	0	0.00508362564180774	0	0	0	0	0	0	0
Ruminococcaceae_UCG-002	0.16321017531024	0.116923389761578	0.0848296338187473	0.290928325839725	0.517759138448794	0.15307766677409	0.187162831663547	0.311934469949519	1.2997002732023
Ruminococcaceae_UCG-003	0.50651433716971	0.421940928270042	0.205004948395306	0.449616503570484	0.12426219322771	0.171205285207863	0.473411868325443	0.702447852176398	0.302379247234821
Ruminococcaceae_UCG-004	0.205419703407716	0.020334502567231	0	0.00881600987393106	0.0103551827689759	0.0906380921688688	0.214686777496422	0.13572721211544	0.212195962971804
Ruminococcaceae_UCG-005	0.18009398654923	0.0610035077016928	0.0282765446062491	0.00881600987393106	0.434917676296987	0.0483403158233967	0.0633050754156116	0.159539003714639	0.999973475504629
Ruminococcaceae_UCG-007	0	0	0	0	0	0	0.00275239458328746	0.00238117915991999	0.00265244953714756
Ruminococcaceae_UCG-010	0.0393955595576441	0.00508362564180774	0.0282765446062491	0.00881600987393106	0.00517759138448794	0.0825813728649694	0.071562259165474	0.0738165539575198	0.111402880560197
Ruminococcaceae_UCG-011	0	0.00508362564180774	0	0	0	0	0	0.00952471663967997	0.00795734861144267
Ruminococcaceae_UCG-013	1.76998621155415	0.0762543846271161	0.0636222253640605	0.141056157982897	0.12426219322771	0.58411214953271	1.29913024331168	1.29536146299648	0.517227659743773
Ruminococcaceae_UCG-014	0.08160508765512	0.0254181282090387	0.106037042273434	0.0617120691175174	0.0673086879983432	0.328311311633903	0.319277771661345	0.290503857510239	0.14057982546882
Ruminococcaceae_ge	0.458676871992571	0.0610035077016928	0.0282765446062491	0.0881600987393106	0.409029719374547	0.088623912342894	0.126610150831223	0.178588436993999	1.34213946579666
Ruminococcaceae_unclassified	2.76050313757492	1.80977072848355	1.79556058249682	2.16873842898704	5.62804183493839	1.81679020302933	2.38632610371023	2.52166873035527	14.1508182806822
Ruminococcus_1	1.67993921827954	0.371104671851965	0.134313586879683	0.0528960592435864	0.0621310966138552	3.77054463422494	2.51844104370803	2.41689684731879	0.373995384737805
Ruminococcus_2	2.35529166783915	0.635453205225967	0.65036052594373	0.740544829410209	0.12426219322771	2.40895907186594	3.23681602994605	4.6337746452043	0
Subdoligranulum	0.937051523763964	0.376188297493773	0.445355577548424	0.784624878779864	0.0258879569224397	0.553899452143087	1.20004403831333	1.58586532050672	0.233415559268985
UBA1819	0.0703492134957931	0	0.0565530892124982	0.0264480296217932	0.0983742363052708	0.0422977763454721	0.0770670483320489	0.0690541956376798	0.257287605103313
Syntrophomonadaceae_unclassified	0	0	0	0	0	0.00201417982597486	0.00550478916657492	0	0
DTU014_ge	0	0.00508362564180774	0.0212074084546868	0.00881600987393106	0.077663870767319	0	0	0	0
Candidatus_Stoquefichus	0.0225117483186538	0.020334502567231	0.00706913615156228	0	0	0.00604253947792459	0.00825718374986238	0.0238117915991999	0.00265244953714756
Coprobacillus	0.00281396853983172	0	0	0	0	0	0.00550478916657492	0	0
Dielma	0	0	0	0	0.0155327741534638	0.00604253947792459	0	0.00476235831983998	0.0318293944457707
Erysipelatoclostridium	0.050651433716971	0.020334502567231	0	0.0176320197478621	0.0103551827689759	0.0201417982597486	0.0275239458328746	0.0238117915991999	0.0769210365772791
Erysipelotrichaceae_UCG-003	0.323606382080648	0.0711707589853083	0.0353456807578114	0	0	0.420963583628746	0.0605526808323241	0.0357176873987999	0.0185671467600329
Erysipelotrichaceae_ge	0.00281396853983172	0	0.0141382723031246	0.0176320197478621	0.0103551827689759	0.00402835965194973	0.0165143674997248	0.00238117915991999	0.023872045834328
Erysipelotrichaceae_unclassified	0.00562793707966345	0	0.00706913615156228	0	0.119084601843223	0	0	0.00238117915991999	0.0291769449086231
Faecalitalea	0.00281396853983172	0.0254181282090387	0.049483953060936	0.0264480296217932	0.232991612301957	0.0563970351272962	0.0522954970824617	0.0523859415182398	0.437654173629347
Holdemanella	0	0	0	0	0	0.00201417982597486	0	0	0.00265244953714756
Holdemania	0.0365815910178124	0.020334502567231	0.0212074084546868	0.0176320197478621	0.0155327741534638	0.0261843377376732	0.035781129582737	0.0309553290789599	0.0291769449086231
Merdibacter	0	0	0	0	0.0103551827689759	0	0.00825718374986238	0.01428707495952	0.0557014402800987
Solobacterium	0	0	0	0	0.00517759138448794	0.00201417982597486	0	0	0.00530489907429511
Turicibacter	0	0	0	0	0	0	0	0	0.00265244953714756
Firmicutes_unclassified	0.0478374651771393	0.233846779523156	0.275696309910929	0.308560345587587	0.331365848607228	0.0422977763454721	0.123857756247936	0.10953424135632	0.34747088936633
Acidaminococcus	0.00562793707966345	0	0	0	0	0.00201417982597486	0	0	0
Phascolarctobacterium	0.00562793707966345	0	0	0	0	0.00201417982597486	0.00275239458328746	0.00238117915991999	0
Dialister	0.0984888988941104	0.228763153881348	0.106037042273434	0.0881600987393106	0.17603810707259	0.255800837898808	0.071562259165474	0.0785789122773597	0.241372907880428
Megamonas	0	0	0.0353456807578114	0.00881600987393106	0	0	0	0	0
Megasphaera	0	0	0.00706913615156228	0	0	0	0.00275239458328746	0	0
Veillonella	0	0	0.00706913615156228	0	0	0	0	0	0
Veillonellaceae_unclassified	0.00562793707966345	0.00508362564180774	0.00706913615156228	0	0.00517759138448794	0	0.00275239458328746	0.00238117915991999	0.00265244953714756
Alphaproteobacteria_unclassified	0	0.172843271821463	0.15552099533437	0.0881600987393106	0.108729419074247	0	0	0	0
uncultured_ge	0	0	0	0	0	0	0	0.00476235831983998	0
Mitochondria_ge	0	22.3527019470286	23.7947122861586	20.8057833024773	41.627834731283	0	0	0	0
Rickettsiales_unclassified	0	0.203345025672309	0.212074084546868	0.16750418760469	0.315833074453764	0	0	0	0
Sphingomonas	0	0	0	0	0	0	0	0	0.00265244953714756
Deltaproteobacteria_unclassified	0	0	0.0141382723031246	0	0.00517759138448794	0	0	0	0
Bilophila	0.818864845091032	0.0711707589853083	0.197935812243744	0.185136207352552	0.077663870767319	0.455204640670319	0.415611582076406	0.392894561386799	0.710856475955545
Desulfovibrio	0.00844190561949517	0	0.0424148169093737	0	0.0155327741534638	0.0362552368675475	0.0578002862490367	0.0166682541194399	0.100793082411607
Desulfovibrionaceae_unclassified	0.00844190561949517	0.0457526307762696	0.0636222253640605	0.0440800493696553	0.0155327741534638	0.014099258781824	0.00825718374986238	0.0119058957996	0.00265244953714756
Mailhella	0	0	0.00706913615156228	0	0	0	0	0	0
Desulfovibrionales_unclassified	0	0	0.00706913615156228	0.00881600987393106	0	0	0.00275239458328746	0	0
Betaproteobacteriales_unclassified	0.00281396853983172	0.0152508769254232	0.0424148169093737	0.0264480296217932	0.0155327741534638	0	0	0	0
Burkholderiaceae_unclassified	0.00281396853983172	0.0254181282090387	0.0282765446062491	0.00881600987393106	0.0155327741534638	0	0.00275239458328746	0.00476235831983998	0.0636587888915413
Oxalobacter	0	0	0	0	0.0207103655379517	0	0	0	0.00265244953714756
Parasutterella	1.37884458451754	0.676122210360429	1.00381733352184	0.661200740544829	0.440095267681475	1.00306155333548	0.712870197071452	0.552433565101438	0.848783851887218
Ralstonia	0	0	0	0	0	0	0	0	0.0371342935200658
Sutterella	0.0112558741593269	0	0	0	0	0.00402835965194973	0.00275239458328746	0	0.00265244953714756
Cronobacter	0	0	0	0	0.0673086879983432	0	0	0	0
Enterobacteriaceae_unclassified	0	0	0.0282765446062491	0	0.465983224603914	0	0	0	0.220153311583247
Escherichia-Shigella	0.0112558741593269	0	0	0	0.481515998757378	0.00402835965194973	0	0	0.657807485212594
Pseudocitrobacter	0	0	0	0	0.00517759138448794	0	0	0	0
Raoultella	0	0	0.00706913615156228	0	0	0	0	0	0
Salmonella	0	0	0	0	0.077663870767319	0	0	0	0
Trabulsiella	0	0	0	0	0.0103551827689759	0	0	0	0
Gammaproteobacteria_unclassified	0	0.00508362564180774	0.0141382723031246	0.0264480296217932	0.103551827689759	0	0.00275239458328746	0	0.00530489907429511
Haemophilus	0.00281396853983172	0	0	0	0	0.00402835965194973	0	0.00238117915991999	0
Pasteurellaceae_unclassified	0	0	0	0	0	0.00604253947792459	0	0	0
Proteobacteria_unclassified	0	5.76483147780997	6.19256326876856	5.82738252666843	13.7516827172	0	0	0	0
Izimaplasmatales_ge	0	0	0	0	0	0	0	0.00238117915991999	0
Mollicutes_RF39_ge	0.00562793707966345	0.162676020537848	0.049483953060936	0	1.6723620171896	0.199403802771511	0	0	2.73732792233628
Mollicutes_unclassified	0	0	0	0	0.0207103655379517	0	0	0	0.0159146972228853
Verrucomicrobiae_unclassified	0	0.00508362564180774	0.00706913615156228	0.0352640394957242	0.0310655483069276	0	0	0	0.00265244953714756
Akkermansia	3.7341362523567	0.340602918001118	0.523116075215609	1.46345763907256	3.19457388422906	0.916451820818563	4.85522404491908	5.05762453567006	21.678470067107
Verrucomicrobiales_unclassified	0.00281396853983172	0.0101672512836155	0.0212074084546868	0.0881600987393106	0.15015015015015	0	0.0137619729164373	0.00714353747975998	0.0159146972228853
Aphagea_fa_unclassified	0	0	0.00706913615156228	0	0	0	0	0	0
Distigma	0	0	0	0	0.00517759138448794	0	0	0	0
Euglenozoa_unclassified	0	0.0101672512836155	0	0.00881600987393106	0.00517759138448794	0	0	0	0
Mammalia_ge	0	0	0	0.0176320197478621	0	0	0	0	0
